customer_id,order_id,order_date,order_value,category
20,ord_00000124,2025-07-22 19:12:35.485917427,178.8,apparel
20,ord_00000125,2025-08-03 06:34:24.706427250,33.95,apparel
20,ord_00000126,2025-08-21 18:34:59.040277401,42.39,apparel
20,ord_00000127,2025-09-15 04:14:39.128160701,38.66,electronics_accessories
20,ord_00000128,2025-10-07 06:11:45.210635585,12.41,outdoor
20,ord_00000129,2025-11-03 06:37:54.170571158,39.75,beauty
20,ord_00000130,2025-12-02 22:38:24.600482246,38.61,electronics_accessories
20,ord_00000131,2025-12-31 01:02:05.009655260,130.02,apparel
20,ord_00000132,2026-01-21 23:55:39.509664248,94.21,electronics_accessories
20,ord_00000133,2026-02-04 10:50:21.399391281,56.3,electronics_accessories
20,ord_00000134,2026-02-24 20:57:07.255549832,56.8,outdoor
20,ord_00000135,2026-03-23 09:34:58.972585562,97.94,apparel
20,ord_00000136,2026-04-09 06:41:16.021658868,63.31,outdoor
20,ord_00000137,2026-05-07 13:42:56.508027991,59.33,beauty
20,ord_00000138,2026-06-07 07:36:28.593242367,60.49,home_goods
20,ord_00000139,2026-07-01 15:16:49.323270751,150.99,home_goods
20,ord_00000140,2026-07-10 23:23:32.466547968,60.93,electronics_accessories
20,ord_00000141,2026-07-26 22:19:21.986837291,92.66,beauty
21,ord_00000142,2025-03-19 00:00:00.000000000,74.98,home_goods
21,ord_00000143,2025-04-06 00:42:34.928931444,75.34,beauty
21,ord_00000144,2025-05-19 01:34:39.166628882,103.52,home_goods
21,ord_00000145,2025-06-07 00:05:50.326146270,17.68,beauty
21,ord_00000146,2025-08-03 06:53:56.786377645,44.96,home_goods
21,ord_00000147,2025-09-11 01:35:19.432127162,30.42,electronics_accessories
21,ord_00000148,2025-10-30 19:29:42.420641625,45.23,home_goods
21,ord_00000149,2025-11-27 22:19:04.990486720,104.69,apparel
21,ord_00000150,2025-12-21 01:31:11.046211661,71.86,beauty
21,ord_00000151,2026-01-29 22:02:51.620240495,67.41,electronics_accessories
21,ord_00000152,2026-03-07 09:43:45.677981295,48.49,electronics_accessories
21,ord_00000153,2026-04-08 05:00:24.051571683,27.31,outdoor
21,ord_00000154,2026-05-16 00:18:53.151067599,16.56,electronics_accessories
22,ord_00000155,2025-09-17 00:00:00.000000000,58.09,outdoor
23,ord_00000156,2025-04-05 00:00:00.000000000,103.55,home_goods
23,ord_00000157,2025-09-02 11:24:53.014647424,40.7,home_goods
23,ord_00000158,2025-11-11 02:52:01.738708311,31.77,outdoor
23,ord_00000159,2026-02-03 15:37:06.783117975,28.49,outdoor
23,ord_00000160,2026-05-23 04:00:48.100829113,43.85,beauty
24,ord_00000161,2026-02-17 00:00:00.000000000,34.83,outdoor
24,ord_00000162,2026-05-13 13:41:12.458056842,47.31,beauty
24,ord_00000163,2026-06-28 08:32:39.100379563,43.08,outdoor
25,ord_00000164,2026-01-14 00:00:00.000000000,66.31,home_goods
25,ord_00000165,2026-01-26 11:50:04.178503149,80.65,beauty
25,ord_00000166,2026-02-13 09:43:54.356853833,56.86,home_goods
25,ord_00000167,2026-02-25 12:57:38.307558927,32.04,beauty
25,ord_00000168,2026-03-06 13:03:00.676243078,21.68,apparel
25,ord_00000169,2026-03-24 08:57:19.135277625,41.38,home_goods
25,ord_00000170,2026-04-13 19:22:33.122616960,15.09,electronics_accessories
25,ord_00000171,2026-04-28 04:49:18.729177450,31.48,beauty
25,ord_00000172,2026-05-06 07:15:13.044618170,108.62,apparel
25,ord_00000173,2026-05-24 07:59:19.505640096,24.03,home_goods
25,ord_00000174,2026-06-02 04:47:31.595583290,86.05,home_goods
25,ord_00000175,2026-06-18 04:55:10.813609311,34.04,electronics_accessories
25,ord_00000176,2026-06-29 09:13:01.153391505,36.02,beauty
25,ord_00000177,2026-07-09 16:27:46.152754652,15.43,electronics_accessories
25,ord_00000178,2026-07-22 11:07:46.723343331,19.48,home_goods
25,ord_00000179,2026-08-05 06:32:10.025331054,107.23,electronics_accessories
26,ord_00000180,2025-04-06 00:00:00.000000000,51.96,apparel
27,ord_00000181,2025-05-09 00:00:00.000000000,141.66,apparel
28,ord_00000182,2026-06-09 00:00:00.000000000,48.99,outdoor
29,ord_00000183,2026-07-28 00:00:00.000000000,23.08,home_goods
30,ord_00000184,2025-01-19 00:00:00.000000000,45.73,home_goods
30,ord_00000185,2025-02-08 11:40:09.276517008,27.26,outdoor
30,ord_00000186,2025-02-26 22:59:00.433206642,33.55,electronics_accessories
30,ord_00000187,2025-03-13 20:40:17.146525686,39.64,home_goods
30,ord_00000188,2025-03-28 15:40:37.777648509,68.78,electronics_accessories
30,ord_00000189,2025-04-19 05:41:03.097977528,49.8,home_goods
30,ord_00000190,2025-05-16 00:24:54.753864010,39.78,outdoor
30,ord_00000191,2025-06-04 02:59:57.432786370,58.2,apparel
30,ord_00000192,2025-06-24 09:55:07.013786588,31.38,outdoor
30,ord_00000193,2025-07-17 23:49:05.682797068,50.31,electronics_accessories
30,ord_00000194,2025-08-01 20:02:56.618754220,54.92,beauty
30,ord_00000195,2025-08-26 15:17:36.857210319,72.32,electronics_accessories
30,ord_00000196,2025-09-21 00:55:58.269724886,122.52,apparel
30,ord_00000197,2025-11-03 10:09:25.334598574,31.8,apparel
30,ord_00000198,2025-11-21 04:04:09.303698207,48.53,beauty
30,ord_00000199,2025-12-08 11:38:04.695525002,46.99,outdoor
30,ord_00000200,2026-01-02 12:07:46.603244177,52.12,electronics_accessories
30,ord_00000201,2026-01-27 21:43:30.708613664,75.49,electronics_accessories
30,ord_00000202,2026-02-13 19:48:01.429772904,49.35,home_goods
30,ord_00000203,2026-03-03 10:16:09.276972545,74.27,electronics_accessories
30,ord_00000204,2026-03-26 19:05:28.876269795,72.46,apparel
30,ord_00000205,2026-04-11 07:03:08.782436816,33.75,electronics_accessories
30,ord_00000206,2026-04-28 20:35:17.064431472,149.2,electronics_accessories
30,ord_00000207,2026-05-19 06:21:40.433381906,46.48,beauty
30,ord_00000208,2026-06-15 01:10:09.319099368,37.56,outdoor
30,ord_00000209,2026-07-01 14:51:50.669440948,91.46,outdoor
30,ord_00000210,2026-07-13 01:11:55.864539759,55.95,apparel
30,ord_00000211,2026-07-24 05:29:36.076994710,81.8,outdoor
30,ord_00000212,2026-08-06 20:15:29.292145973,90.82,apparel
31,ord_00000213,2025-10-31 00:00:00.000000000,36.57,beauty
31,ord_00000214,2026-02-09 13:27:45.956668515,115.98,electronics_accessories
31,ord_00000215,2026-06-09 05:08:27.951202485,73.88,beauty
32,ord_00000216,2025-05-10 00:00:00.000000000,55.83,apparel
32,ord_00000217,2025-06-04 19:49:34.747107208,53.13,beauty
32,ord_00000218,2025-07-14 10:16:59.001257984,83.33,beauty
32,ord_00000219,2025-08-13 20:02:36.969289394,32.05,electronics_accessories
32,ord_00000220,2025-08-29 05:44:51.111632934,67.17,apparel
32,ord_00000221,2025-09-22 08:54:11.109315686,67.74,electronics_accessories
32,ord_00000222,2025-11-05 07:24:51.264549338,60.57,outdoor
32,ord_00000223,2025-11-29 10:49:16.911999025,42.09,electronics_accessories
32,ord_00000224,2025-12-14 10:47:03.172769954,48.29,electronics_accessories
32,ord_00000225,2026-01-28 20:55:18.138887383,38.72,apparel
32,ord_00000226,2026-03-01 11:03:26.111320025,135.68,apparel
32,ord_00000227,2026-03-26 16:00:14.726065381,20.75,beauty
32,ord_00000228,2026-04-18 16:39:03.244889690,21.34,beauty
32,ord_00000229,2026-05-24 07:26:09.378462529,46.8,outdoor
32,ord_00000230,2026-06-15 04:30:55.087043388,17.42,outdoor
32,ord_00000231,2026-07-21 12:22:07.567595841,60.01,apparel
33,ord_00000232,2025-02-21 00:00:00.000000000,17.29,home_goods
34,ord_00000233,2024-12-30 00:00:00.000000000,101.24,electronics_accessories
35,ord_00000234,2026-03-31 00:00:00.000000000,59.11,home_goods
36,ord_00000235,2026-05-10 00:00:00.000000000,95.97,home_goods
37,ord_00000236,2025-01-21 00:00:00.000000000,87.08,outdoor
38,ord_00000237,2025-09-28 00:00:00.000000000,54.63,beauty
39,ord_00000238,2025-09-21 00:00:00.000000000,19.99,apparel
40,ord_00000239,2025-03-06 00:00:00.000000000,47.63,beauty
40,ord_00000240,2025-08-26 10:19:40.254001954,32.85,electronics_accessories
40,ord_00000241,2026-04-06 03:05:34.142387370,30.51,beauty
41,ord_00000242,2025-01-07 00:00:00.000000000,98.12,home_goods
42,ord_00000243,2024-12-30 00:00:00.000000000,32.57,apparel
42,ord_00000244,2025-03-03 17:36:19.703064862,62.48,outdoor
42,ord_00000245,2025-05-15 04:08:10.693932973,70.56,home_goods
42,ord_00000246,2025-07-29 06:36:58.249530015,32.74,beauty
42,ord_00000247,2025-10-25 10:21:09.616807050,91.74,home_goods
42,ord_00000248,2025-12-31 11:50:10.069542292,18.97,home_goods
42,ord_00000249,2026-04-10 08:39:52.907381996,83.03,beauty
42,ord_00000250,2026-06-21 03:24:51.882647879,100.05,home_goods
43,ord_00000251,2025-12-24 00:00:00.000000000,21.46,home_goods
43,ord_00000252,2026-02-20 22:32:47.153170254,74.58,electronics_accessories
43,ord_00000253,2026-03-24 13:15:51.362778369,40.6,electronics_accessories
43,ord_00000254,2026-04-24 06:35:08.164457990,19.52,home_goods
43,ord_00000255,2026-06-02 06:52:42.472882351,49.22,electronics_accessories
43,ord_00000256,2026-07-25 07:44:55.432780205,78.66,beauty
44,ord_00000257,2026-03-28 00:00:00.000000000,113.15,apparel
45,ord_00000258,2025-04-14 00:00:00.000000000,47.28,beauty
45,ord_00000259,2025-05-22 12:38:29.134186070,30.62,outdoor
45,ord_00000260,2025-06-17 09:49:52.691035437,101.85,electronics_accessories
45,ord_00000261,2025-07-07 23:51:31.952543561,112.19,outdoor
45,ord_00000262,2025-07-31 04:21:15.202841419,38.21,electronics_accessories
45,ord_00000263,2025-09-05 15:15:50.568921502,163.42,beauty
45,ord_00000264,2025-10-13 08:22:36.709096673,29.12,home_goods
45,ord_00000265,2025-11-01 08:40:53.641407676,53.58,home_goods
45,ord_00000266,2025-11-25 08:18:48.921692967,94.0,outdoor
45,ord_00000267,2025-12-20 07:18:14.849940041,48.89,home_goods
45,ord_00000268,2026-01-07 08:59:33.733744605,36.86,electronics_accessories
45,ord_00000269,2026-01-31 06:20:27.300322198,30.71,apparel
45,ord_00000270,2026-02-24 14:16:45.770972213,45.15,outdoor
45,ord_00000271,2026-03-30 19:03:52.934234680,29.84,outdoor
45,ord_00000272,2026-05-04 16:34:07.991758083,34.81,electronics_accessories
45,ord_00000273,2026-05-26 16:44:53.700872606,24.18,apparel
45,ord_00000274,2026-06-18 11:30:35.324326333,39.99,home_goods
45,ord_00000275,2026-07-18 03:05:19.713102371,40.46,apparel
45,ord_00000276,2026-08-07 12:13:32.210300409,43.13,outdoor
46,ord_00000277,2024-08-09 00:00:00.000000000,32.1,beauty
46,ord_00000278,2024-09-08 09:11:03.507616241,28.33,apparel
46,ord_00000279,2024-10-16 08:57:59.573897977,75.02,electronics_accessories
46,ord_00000280,2024-11-06 20:32:49.717080848,54.9,outdoor
46,ord_00000281,2024-12-05 10:03:35.922945952,45.24,apparel
46,ord_00000282,2024-12-28 09:36:16.285344674,11.81,outdoor
46,ord_00000283,2025-01-24 22:56:06.660321602,57.46,home_goods
46,ord_00000284,2025-03-05 10:55:22.669594394,48.17,beauty
46,ord_00000285,2025-04-03 05:16:39.819020762,70.33,home_goods
46,ord_00000286,2025-04-17 17:24:37.115809995,27.94,beauty
46,ord_00000287,2025-05-16 00:32:10.141193842,46.03,electronics_accessories
46,ord_00000288,2025-06-20 18:25:06.313997674,52.32,electronics_accessories
46,ord_00000289,2025-07-13 20:57:10.272082264,53.57,electronics_accessories
46,ord_00000290,2025-08-16 03:54:09.780647069,28.7,apparel
46,ord_00000291,2025-09-05 05:43:26.100074331,53.94,home_goods
46,ord_00000292,2025-09-21 01:15:30.987659754,20.75,home_goods
46,ord_00000293,2025-10-16 19:32:56.891832796,54.05,home_goods
46,ord_00000294,2025-10-31 09:27:18.730767371,41.04,beauty
46,ord_00000295,2025-11-23 08:58:27.447299587,31.42,electronics_accessories
46,ord_00000296,2025-12-29 16:51:42.541016749,124.04,home_goods
46,ord_00000297,2026-01-12 15:02:29.471746569,26.25,electronics_accessories
46,ord_00000298,2026-01-29 10:46:35.460076051,25.77,beauty
46,ord_00000299,2026-02-16 13:37:30.662424888,117.18,apparel
46,ord_00000300,2026-03-12 19:07:32.385328443,48.77,electronics_accessories
46,ord_00000301,2026-04-03 22:11:42.240038875,40.39,electronics_accessories
46,ord_00000302,2026-05-11 11:57:19.078006355,43.92,beauty
46,ord_00000303,2026-06-13 09:04:13.610011761,168.87,apparel
46,ord_00000304,2026-07-12 00:39:29.952968595,32.25,electronics_accessories
46,ord_00000305,2026-08-06 19:46:36.898494910,68.29,beauty
47,ord_00000306,2024-11-02 00:00:00.000000000,20.32,beauty
48,ord_00000307,2025-04-05 00:00:00.000000000,88.24,beauty
49,ord_00000308,2024-12-20 00:00:00.000000000,72.6,home_goods
49,ord_00000309,2025-01-15 06:14:26.861930996,65.91,outdoor
49,ord_00000310,2025-02-18 19:56:27.331604487,43.72,outdoor
49,ord_00000311,2025-03-21 21:05:21.836764475,39.89,beauty
49,ord_00000312,2025-04-15 09:51:50.421203064,184.45,beauty
49,ord_00000313,2025-05-02 09:30:56.543311115,39.18,apparel
49,ord_00000314,2025-05-30 23:07:03.631322058,62.35,electronics_accessories
49,ord_00000315,2025-07-08 02:57:14.099239061,104.82,electronics_accessories
49,ord_00000316,2025-07-27 09:33:06.512390139,35.5,home_goods
49,ord_00000317,2025-08-29 20:04:35.033615818,84.18,electronics_accessories
49,ord_00000318,2025-09-29 07:56:31.980895794,59.88,apparel
49,ord_00000319,2025-11-02 21:44:15.407175170,49.67,beauty
49,ord_00000320,2025-12-08 18:25:17.524500663,48.03,home_goods
49,ord_00000321,2025-12-31 04:23:14.634714669,39.46,electronics_accessories
49,ord_00000322,2026-01-17 04:17:51.073687754,103.52,electronics_accessories
49,ord_00000323,2026-02-09 16:52:32.429958557,33.35,beauty
49,ord_00000324,2026-03-17 17:59:58.913473282,38.16,outdoor
49,ord_00000325,2026-04-10 05:08:33.546063217,69.26,electronics_accessories
49,ord_00000326,2026-05-02 15:10:35.807511193,65.38,beauty
49,ord_00000327,2026-05-18 14:49:34.287726478,65.8,electronics_accessories
49,ord_00000328,2026-07-04 07:46:22.698570034,35.81,electronics_accessories
50,ord_00000329,2025-06-06 00:00:00.000000000,80.23,outdoor
51,ord_00000330,2025-06-03 00:00:00.000000000,30.24,home_goods
52,ord_00000331,2026-06-18 00:00:00.000000000,52.16,beauty
53,ord_00000332,2025-11-04 00:00:00.000000000,80.67,electronics_accessories
53,ord_00000333,2025-11-16 14:32:25.212657577,30.03,home_goods
53,ord_00000334,2025-11-24 06:43:05.383367630,63.22,apparel
53,ord_00000335,2025-12-03 20:47:43.741386261,65.18,home_goods
53,ord_00000336,2025-12-14 06:16:38.436586644,55.44,electronics_accessories
53,ord_00000337,2025-12-24 11:35:49.330773022,51.3,outdoor
53,ord_00000338,2026-01-03 08:43:09.532219350,45.43,home_goods
53,ord_00000339,2026-01-14 23:37:33.182806702,66.04,outdoor
53,ord_00000340,2026-01-24 20:38:39.667203561,71.23,home_goods
53,ord_00000341,2026-02-01 08:06:31.931441937,29.29,electronics_accessories
53,ord_00000342,2026-02-15 23:46:21.623941455,37.19,electronics_accessories
53,ord_00000343,2026-03-02 12:35:59.181229424,73.19,electronics_accessories
53,ord_00000344,2026-03-17 11:00:21.558794555,80.48,home_goods
53,ord_00000345,2026-03-24 18:18:18.776280703,101.03,apparel
53,ord_00000346,2026-04-06 10:43:10.886305287,97.93,outdoor
53,ord_00000347,2026-04-20 15:35:31.740688459,32.75,apparel
53,ord_00000348,2026-04-29 03:50:38.635919009,108.6,electronics_accessories
53,ord_00000349,2026-05-10 18:54:54.714524693,52.62,apparel
53,ord_00000350,2026-05-21 23:40:46.146867758,41.69,beauty
53,ord_00000351,2026-06-11 03:19:43.403892714,23.7,apparel
53,ord_00000352,2026-07-01 19:04:28.725456657,67.79,electronics_accessories
53,ord_00000353,2026-07-08 19:59:30.134428111,228.1,electronics_accessories
53,ord_00000354,2026-08-02 08:05:21.309952207,28.7,electronics_accessories
54,ord_00000355,2025-10-15 00:00:00.000000000,52.38,apparel
54,ord_00000356,2026-01-01 15:21:14.238754480,25.51,outdoor
54,ord_00000357,2026-02-21 07:35:14.355727612,37.77,outdoor
54,ord_00000358,2026-04-21 07:53:48.361751599,60.23,apparel
54,ord_00000359,2026-05-19 22:01:50.491403554,57.56,apparel
54,ord_00000360,2026-06-29 11:31:00.625492615,71.97,home_goods
54,ord_00000361,2026-08-04 11:55:52.644509116,87.39,beauty
55,ord_00000362,2026-05-08 00:00:00.000000000,40.5,beauty
55,ord_00000363,2026-06-28 04:32:51.995836888,32.83,electronics_accessories
56,ord_00000364,2025-12-23 00:00:00.000000000,37.33,apparel
56,ord_00000365,2026-01-20 08:24:28.757045387,24.45,outdoor
56,ord_00000366,2026-02-17 17:00:20.225683164,37.77,apparel
56,ord_00000367,2026-03-13 18:23:59.107500604,40.27,home_goods
56,ord_00000368,2026-04-29 03:56:13.965368873,87.47,apparel
56,ord_00000369,2026-06-03 13:55:54.617882438,49.9,electronics_accessories
56,ord_00000370,2026-06-30 06:47:16.073291925,64.84,outdoor
57,ord_00000371,2025-12-17 00:00:00.000000000,126.97,beauty
58,ord_00000372,2025-10-28 00:00:00.000000000,50.01,outdoor
58,ord_00000373,2025-11-07 15:45:38.318880092,42.66,home_goods
58,ord_00000374,2025-11-24 19:30:31.648884641,55.34,outdoor
58,ord_00000375,2025-12-10 04:08:39.803496679,109.95,electronics_accessories
58,ord_00000376,2025-12-26 18:05:28.985800774,71.02,home_goods
58,ord_00000377,2026-01-02 19:17:43.013278460,88.64,home_goods
58,ord_00000378,2026-01-15 09:22:16.188139153,72.06,apparel
58,ord_00000379,2026-01-23 02:23:08.367692985,42.64,home_goods
58,ord_00000380,2026-02-02 08:08:12.430604386,17.05,beauty
58,ord_00000381,2026-02-08 20:57:51.615670701,29.69,apparel
58,ord_00000382,2026-02-16 18:19:58.863244267,52.29,home_goods
58,ord_00000383,2026-02-24 13:54:15.193870315,54.17,outdoor
58,ord_00000384,2026-03-09 02:45:01.454242244,26.19,outdoor
58,ord_00000385,2026-03-21 06:53:41.365263209,48.73,electronics_accessories
58,ord_00000386,2026-03-31 16:32:58.004205506,34.19,beauty
58,ord_00000387,2026-04-07 01:46:27.274326853,50.11,home_goods
58,ord_00000388,2026-04-15 19:01:35.554686825,99.98,home_goods
58,ord_00000389,2026-04-23 10:42:25.190348413,35.13,beauty
58,ord_00000390,2026-05-05 20:57:28.623658969,48.61,beauty
58,ord_00000391,2026-05-19 12:07:50.133316570,82.6,electronics_accessories
58,ord_00000392,2026-06-01 15:33:51.101463567,48.65,beauty
58,ord_00000393,2026-06-09 06:44:37.406558297,36.89,beauty
58,ord_00000394,2026-06-13 11:44:56.342641491,57.92,beauty
58,ord_00000395,2026-06-19 02:58:28.243352123,33.38,home_goods
